,ImageId,PetID,pixel_mean,blur_mean,pixel_min,blur_min,pixel_max,blur_max,pixel_sum,blur_sum
0,de993d8ad-3.jpg,de993d8ad,120000.0,481.7395608374074,120000,128.04836634555556,120000,789.8292664166667,360000,1445.2186825122221
1,b7142b615-3.jpg,b7142b615,120000.0,304.46176434043406,120000,97.83873061083335,120000,558.7371055555557,960000,2435.6941147234725
2,d6c60a52d-3.jpg,d6c60a52d,25951.333333333332,288.9149438768085,20584,61.69320903226638,36686,713.851425079652,77854,866.7448316304254
3,0f6c2d090-4.jpg,0f6c2d090,115090.90909090909,240.00708085533478,106400,106.698012109375,160000,452.10971689715365,1266000,2640.0778894086825
4,e6bc32c73-1.jpg,e6bc32c73,120000.0,1710.787136196065,120000,1326.3917230382638,120000,2123.0934297500003,360000,5132.3614085881945
5,4d8bf7feb-1.jpg,4d8bf7feb,120000.0,1153.1834109696758,120000,358.184705066389,120000,1873.1738112482637,360000,3459.5502329090277
6,4732c7563-4.jpg,4732c7563,172800.0,295.64880247796873,172800,144.2732669557171,172800,493.7637470763406,691200,1182.595209911875
7,9d466bbca-3.jpg,9d466bbca,115408.90909090909,604.8073729928296,50298,57.182159984375,139200,1844.816798708597,1269498,6652.881102921126
8,fe3fe601e-2.jpg,fe3fe601e,120100.0,1469.0949428160893,120000,1190.228101791371,120400,1640.025935323333,480400,5876.379771264357
9,e7c607873-4.jpg,e7c607873,120000.0,134.57976918230904,120000,40.635003465555556,120000,292.35912202437504,480000,538.3190767292361
10,c1ca516d7-3.jpg,c1ca516d7,195696.0,438.48453750065926,172800,109.36689800001442,230040,708.6084190842037,1956960,4384.845375006593
11,d120df077-2.jpg,d120df077,134619.42857142858,573.1969953880186,129600,172.10105168304324,147456,993.0761532233557,942336,4012.3789677161303
12,9b6b350c8-2.jpg,9b6b350c8,89320.0,366.75189517833303,89320,269.7042649993562,89320,463.7995253573098,178640,733.5037903566661
13,742462799-10.jpg,742462799,192576.0,3797.3655424201593,129600,250.96660758902254,385920,11812.90222088263,3851520,75947.31084840318
14,a86f09670-2.jpg,a86f09670,176160.0,682.8230250766186,172800,376.5155777991777,182880,844.1245009657081,880800,3414.115125383093
15,78ccb8039-9.jpg,78ccb8039,120000.0,624.368814994875,120000,87.60196691555555,120000,1595.7293502708335,1200000,6243.688149948751
16,ce5e6e407-3.jpg,ce5e6e407,230040.0,2186.359907927446,230040,1832.0332348529587,230040,3159.3788141349305,1150200,10931.79953963723
17,ec0fd1a7e-2.jpg,ec0fd1a7e,116784.0,87.41298178152962,113568,73.35241837035089,120000,101.47354519270834,233568,174.82596356305925
18,ccf8c71f6-6.jpg,ccf8c71f6,120000.0,103.86701508102905,120000,37.23636279888889,120000,369.2118748715973,1320000,1142.5371658913195
19,642a88a93-1.jpg,642a88a93,96000.0,128.38929841460504,96000,117.95332271603733,96000,148.02245555555552,288000,385.1678952438151
20,274c7f123-3.jpg,274c7f123,239040.0,410.8185775127904,172800,330.94487888521945,316160,460.3681008244433,956160,1643.2743100511616
21,6dbb13673-2.jpg,6dbb13673,262400.0,89.4710136647966,172800,63.19392729763454,307200,141.09269901377357,787200,268.4130409943898
22,3cdbf07be-1.jpg,3cdbf07be,120000.0,84.47802150326388,120000,64.33201506222223,120000,96.51299407888888,600000,422.3901075163194
23,2db00a064-1.jpg,2db00a064,126800.0,1207.4246965420652,97600,434.04042828562626,156000,1980.8089647985041,253600,2414.8493930841305
24,57f322839-5.jpg,57f322839,173760.0,2136.192274229512,165600,74.85123598247681,185760,4658.4522756248325,1042560,12817.153645377071
25,e2b5913e7-1.jpg,e2b5913e7,235293.33333333334,1447.864954925423,129600,841.401732872748,409600,1879.560612999736,705880,4343.594864776269
26,21493e6ea-6.jpg,21493e6ea,172800.0,1093.4542677821614,172800,658.5992233533734,172800,1828.1087980901436,1382400,8747.634142257291
27,e3a372f31-1.jpg,e3a372f31,120000.0,826.0171324930556,120000,826.0171324930556,120000,826.0171324930556,120000,826.0171324930556
28,e58bebf13-7.jpg,e58bebf13,120016.71428571429,1089.9872111502298,98800,716.3245808992627,134000,1820.4284363782394,840117,7629.910478051609
